id,isfraud,fraudpattern,srcvalue,srcfontstyle,srcfontsize,srcfontcolor,srcbbox,desvalue,desfontstyle,desfontsize,desfontcolor,desbbox,srcname,srcregionvalue,srcregionfontstyle,srcregionfontsize,srcregionfontcolor,srcregionbbox,srcshift,desname,desregionvalue,desregionfontstyle,desregionfontsize,desregionfontcolor,desregionbbox,desshift,real_id,id_meta,name,address,birthday,gender,ethnicity,class,issue_date,expire_date,height,weight,eye_color,hair_color,is_donor,is_veteran,license_number,id_stripped
generated.photos_v3_0013748_0248697_0821130_fake_3930,True,Fraud5_inpaint_and_rewrite,DEVONTE,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 262, 171]",DEVONTE,DejaVuSerifCondensed-Italic.ttf,15.0,"[0, 0, 0]","[183, 155, 262, 171]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0013748_0248697_0821130,generated.photos_v3_0013748_0248697_0821130,Devonte Gordon,"273 8th Street, Yuma, AZ 85364",2000-08-31,M,black,B,2020-03-27,2025-03-27,5'-01'',223 lb,BRO,BLK,False,False,D72866581,generated.photos_v3_0013748_0248697_0821130
generated_fake_2_38,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0514625_0711480_0243693.png,5394 SAN FRANCISCO STREET,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 395, 213]","[[0, 9], [3, 6]]",generated.photos_v3_0028666.png,M,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 182, 269]","[[3, 6], [0, 9]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_10,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0660063.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[7, 8], [4, 0]]",generated.photos_v3_0212176.png,"PAYSON, AZ 85541",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 312, 228]","[[4, 0], [7, 8]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_12,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0861779.png,04/24/1994,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[3, 2], [6, 9]]",generated.photos_v3_0332109.png,174 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[6, 9], [3, 2]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0017596_fake_3886,True,Fraud5_inpaint_and_rewrite,06/24/2022,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]",06/24/2022,DejaVuSansCondensed-Oblique.ttf,13.0,"[0, 0, 0]","[215, 109, 287, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0017596,generated.photos_v3_0017596,Nina Lin,"26 Leroux Street, Flagstaff, AZ 86001",1998-09-05,F,asian,A,2022-06-24,2027-06-24,6'-02'',138 lb,BRO,BRO,True,False,D42950894,generated.photos_v3_0017596
generated.photos_v3_0009963_fake_4911,True,Fraud5_inpaint_and_rewrite,112 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]",112 lb,DejaVuSans-BoldOblique.ttf,11.0,"[0, 0, 0]","[332, 254, 373, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0009963,generated.photos_v3_0009963,Melanie Fernandez,"75 Route 66, Flagstaff, AZ 86001",1992-01-18,F,latino,D,2021-10-08,2026-10-08,5'-03'',112 lb,BRO,BRO,False,False,D56059887,generated.photos_v3_0009963
generated.photos_v3_0003357_fake_2377,True,Fraud5_inpaint_and_rewrite,07/13/2022,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]",07/13/2022,DejaVuSans-Oblique.ttf,11.0,"[0, 0, 0]","[215, 109, 287, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003357,generated.photos_v3_0003357,Jesus Flores,"327 Apache Boulevard, Tempe, AZ 85281",1992-06-07,M,latino,A,2022-07-13,2027-07-13,5'-11'',237 lb,BRO,BRO,False,False,D43588992,generated.photos_v3_0003357
generated.photos_v3_0004516_fake_14,True,Fraud5_inpaint_and_rewrite,D28607026,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]",D28607026,DejaVuSerifCondensed-Bold.ttf,18.0,"[0, 0, 0]","[211, 79, 322, 100]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004516,generated.photos_v3_0004516,Gabriella Vega,"4529 Oakmont Drive, Sierra Vista, AZ 85635",1987-01-17,F,latino,C,2020-07-25,2025-07-25,6'-08'',157 lb,BRO,BRO,False,False,D28607026,generated.photos_v3_0004516
generated.photos_v3_0009638_fake_2189,True,Fraud5_inpaint_and_rewrite,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]",B,DejaVuSansMono.ttf,15.0,"[0, 0, 0]","[170, 315, 180, 329]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0009638,generated.photos_v3_0009638,Xia Patel,"227 Miller Road, Scottsdale, AZ 85250",1996-12-23,F,asian,A,2023-11-16,2028-11-16,6'-00'',151 lb,BRO,BLK,False,False,D38104481,generated.photos_v3_0009638
generated_fake_2_13,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0423429.png,D52872049,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]","[[2, 1], [2, 7]]",generated.photos_v3_0837852.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[2, 7], [2, 1]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_17,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0964149.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[9, 7], [2, 7]]",generated.photos_v3_0181054.png,M,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 182, 269]","[[2, 7], [9, 7]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0004516_fake_3332,True,Fraud5_inpaint_and_rewrite,D28607026,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]",D28607026,DejaVuSans-Bold.ttf,17.0,"[0, 0, 0]","[211, 79, 322, 100]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004516,generated.photos_v3_0004516,Gabriella Vega,"4529 Oakmont Drive, Sierra Vista, AZ 85635",1987-01-17,F,latino,C,2020-07-25,2025-07-25,6'-08'',157 lb,BRO,BRO,False,False,D28607026,generated.photos_v3_0004516
generated.photos_v3_0005821_fake_5765,True,Fraud5_inpaint_and_rewrite,6'-03'',Arial_Bold.ttf,15.0,"[47, 40, 52]","[225, 254, 266, 269]",6'-03'',DejaVuMathTeXGyre.ttf,13.0,"[0, 0, 0]","[225, 254, 266, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0005821,generated.photos_v3_0005821,Haruka Chen,"21 Pinal Avenue, Casa Grande, AZ 85122",1994-12-10,F,asian,D,2020-11-29,2025-11-29,6'-03'',163 lb,BRO,BRO,False,False,D01659183,generated.photos_v3_0005821
generated.photos_v3_0014463_fake_530,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSansCondensed-Oblique.ttf,15.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0014463,generated.photos_v3_0014463,Harper Harris,"702 Aspen Avenue, Flagstaff, AZ 86001",1982-03-01,F,white,C,2021-08-19,2026-08-19,5'-09'',184 lb,BRO,BRO,False,False,D33812900,generated.photos_v3_0014463
generated.photos_v3_0009862_fake_3816,True,Fraud5_inpaint_and_rewrite,150 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]",150 lb,DejaVuSerifCondensed-Italic.ttf,14.0,"[0, 0, 0]","[332, 254, 373, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0009862,generated.photos_v3_0009862,Abigail Munoz,"276 Avenue A, Yuma, AZ 85364",1995-01-10,F,latino,D,2021-07-12,2026-07-12,5'-04'',150 lb,BRO,BRO,False,False,D30177224,generated.photos_v3_0009862
generated.photos_v3_0010442_fake_1644,True,Fraud5_inpaint_and_rewrite,GUERRERO,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 277, 145]",GUERRERO,DejaVuSerifCondensed-Bold.ttf,15.0,"[0, 0, 0]","[183, 129, 277, 145]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0010442,generated.photos_v3_0010442,Miguel Guerrero,"2144 Riverview Drive, Bullhead City, AZ 86442",2001-02-28,M,latino,B,2023-04-23,2028-04-23,5'-00'',164 lb,BRO,BRO,False,False,D43877997,generated.photos_v3_0010442
generated.photos_v3_0006073_fake_4154,True,Fraud5_inpaint_and_rewrite,09/28/2023,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]",09/28/2023,DejaVuSans-BoldOblique.ttf,10.0,"[0, 0, 0]","[215, 109, 287, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0006073,generated.photos_v3_0006073,Nandini Tan,"2346 Santa Fe Avenue, Flagstaff, AZ 86001",1990-08-21,F,asian,A,2023-09-28,2028-09-28,5'-10'',174 lb,BRO,BRO,False,False,D22174554,generated.photos_v3_0006073
generated.photos_v3_0015467_fake_400,True,Fraud5_inpaint_and_rewrite,12/31/1994,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]",12/31/1994,DejaVuSerif-Bold.ttf,16.0,"[0, 0, 0]","[426, 102, 534, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0015467,generated.photos_v3_0015467,Peng Rahman,"809 Stone Avenue, Tucson, AZ 85701",1994-12-31,M,asian,D,2020-06-27,2025-06-27,5'-04'',187 lb,BRO,BRO,False,False,D29721273,generated.photos_v3_0015467
generated.photos_v3_0000630_fake_1290,True,Fraud5_inpaint_and_rewrite,702 S. IRONWOOD DRIVE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 355, 213]",702 S. IRONWOOD DRIVE,DejaVuSans.ttf,13.0,"[0, 0, 0]","[184, 199, 355, 213]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0000630,generated.photos_v3_0000630,Oscar Ortega,"702 S. Ironwood Drive, Apache Junction, AZ 85120",1994-01-31,M,latino,D,2020-01-31,2025-01-31,6'-11'',171 lb,BRO,BLK,False,False,D95137282,generated.photos_v3_0000630
generated.photos_v3_0012976_fake_247,True,Fraud5_inpaint_and_rewrite,MORGAN,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 256, 145]",MORGAN,DejaVuSansMono-BoldOblique.ttf,19.0,"[0, 0, 0]","[183, 129, 256, 145]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012976,generated.photos_v3_0012976,Lakisha Morgan,"2558 Goldwater Boulevard, Scottsdale, AZ 85250",2003-02-12,F,black,D,2024-08-09,2029-08-09,5'-09'',171 lb,BRO,BLK,False,False,D59101888,generated.photos_v3_0012976
generated.photos_v3_0012976_fake_3912,True,Fraud5_inpaint_and_rewrite,02/12/2003,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]",02/12/2003,DejaVuSansCondensed-BoldOblique.ttf,18.0,"[0, 0, 0]","[426, 102, 534, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012976,generated.photos_v3_0012976,Lakisha Morgan,"2558 Goldwater Boulevard, Scottsdale, AZ 85250",2003-02-12,F,black,D,2024-08-09,2029-08-09,5'-09'',171 lb,BRO,BLK,False,False,D59101888,generated.photos_v3_0012976
generated_fake_2_16,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0409107.png,163 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]","[[4, 9], [6, 7]]",generated.photos_v3_0116485.png,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]","[[6, 7], [4, 9]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_28,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0065083.png,05/05/2028,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[9, 2], [9, 0]]",generated.photos_v3_0410276_0768568_0765065.png,06/21/1997,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[9, 0], [9, 2]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_14,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0454153.png,24 TAYLOR DRIVE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 308, 213]","[[2, 9], [3, 1]]",generated.photos_v3_0714982.png,576 BELL ROAD,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 294, 213]","[[3, 1], [2, 9]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0004164_fake_2264,True,Fraud5_inpaint_and_rewrite,KANG,Arial_Bold.ttf,16.0,"[20, 45, 31]","[183, 129, 231, 145]",KANG,DejaVuMathTeXGyre.ttf,15.0,"[0, 0, 0]","[183, 129, 231, 145]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004164,generated.photos_v3_0004164,Miyu Kang,"388 Queen Creek Road, Gilbert, AZ 85233",1995-01-12,F,asian,D,2022-05-13,2027-05-13,5'-02'',172 lb,BRO,BRO,False,False,D81264132,generated.photos_v3_0004164
generated.photos_v3_0007944_fake_5830,True,Fraud5_inpaint_and_rewrite,"LAKE HAVASU CITY, AZ 86403",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 390, 228]","LAKE HAVASU CITY, AZ 86403",DejaVuSansCondensed-Oblique.ttf,15.0,"[0, 0, 0]","[183, 214, 390, 228]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0007944,generated.photos_v3_0007944,Ariel Wells,"1237 McCulloch Boulevard, Lake Havasu City, AZ 86403",1986-06-08,F,black,A,2020-07-16,2025-07-16,6'-03'',129 lb,BRO,BRO,False,False,D02322299,generated.photos_v3_0007944
generated.photos_v3_0012201_fake_4343,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSans-BoldOblique.ttf,11.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012201,generated.photos_v3_0012201,Evangeline Harris,"393 Maricopa Street, Avondale, AZ 85323",1999-07-25,F,white,D,2020-04-10,2025-04-10,6'-02'',142 lb,BRO,BRO,False,False,D08322429,generated.photos_v3_0012201
generated.photos_v3_0016139_fake_1274,True,Fraud5_inpaint_and_rewrite,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]",F,DejaVuSans.ttf,14.0,"[0, 0, 0]","[169, 254, 178, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016139,generated.photos_v3_0016139,Alexa Castro,"3416 Apache Trail, Apache Junction, AZ 85120",1990-02-12,F,latino,D,2021-11-28,2026-11-28,5'-06'',152 lb,BRO,BRO,False,False,D40357813,generated.photos_v3_0016139
generated_fake_2_15,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0109899.png,03/22/93,Arial_Bold.ttf,14.0,"[149, 156, 130]","[498, 324, 554, 338]","[[3, 4], [0, 8]]",generated.photos_v3_0059996_0728435_0545093.png,05/15/1993,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[0, 8], [3, 4]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_29,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0434335.png,06/03/2022,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]","[[1, 6], [6, 3]]",generated.photos_v3_0767620.png,01/30/96,Arial_Bold.ttf,14.0,"[149, 156, 130]","[498, 324, 554, 338]","[[6, 3], [1, 6]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_24,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0866308_0549105_0080617.png,06/05/2029,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[7, 4], [5, 1]]",generated.photos_v3_0450732.png,11/06/2029,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[5, 1], [7, 4]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0011812_fake_222,True,Fraud5_inpaint_and_rewrite,03/01/2022,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]",03/01/2022,DejaVuSansCondensed-Oblique.ttf,13.0,"[0, 0, 0]","[215, 109, 287, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0011812,generated.photos_v3_0011812,Alora Carter,"282 Via de Ventura, Scottsdale, AZ 85250",1984-04-30,F,white,B,2022-03-01,2027-03-01,6'-10'',186 lb,GRA,BLN,False,True,D67472224,generated.photos_v3_0011812
generated_fake_2_30,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0205094.png,"MARICOPA, AZ 85138",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 330, 228]","[[6, 4], [8, 0]]",generated.photos_v3_0112488.png,5'-00'',Arial_Bold.ttf,15.0,"[47, 40, 52]","[225, 254, 266, 269]","[[8, 0], [6, 4]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_18,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0635601.png,02/09/1993,Arial_Bold.ttf,20.0,"[53, 42, 51]","[334, 332, 434, 352]","[[1, 2], [7, 8]]",generated.photos_v3_0709204_0746368_0610531.png,D,Arial_Bold.ttf,14.0,"[45, 36, 46]","[170, 284, 180, 298]","[[7, 8], [1, 2]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0015078_fake_4329,True,Fraud5_inpaint_and_rewrite,"PAYSON, AZ 85541",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 312, 228]","PAYSON, AZ 85541",DejaVuSansCondensed.ttf,14.0,"[0, 0, 0]","[183, 214, 312, 228]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0015078,generated.photos_v3_0015078,Ellie Wilson,"700 S. Forest Park Drive, Payson, AZ 85541",1988-08-26,F,white,C,2022-09-25,2027-09-25,5'-05'',103 lb,BRO,BLN,False,False,D66252498,generated.photos_v3_0015078
generated.photos_v3_0004219_fake_2932,True,Fraud5_inpaint_and_rewrite,0000000000001690,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]",0000000000001690,DejaVuSans-Bold.ttf,9.0,"[0, 0, 0]","[196, 333, 308, 346]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004219,generated.photos_v3_0004219,Hiroko Bai,"2701 Clearwater Drive, Bullhead City, AZ 86442",1999-01-06,F,asian,B,2024-11-10,2029-11-10,6'-07'',181 lb,BRO,BRO,False,True,D90639415,generated.photos_v3_0004219
generated.photos_v3_0018393_fake_1638,True,Fraud5_inpaint_and_rewrite,5715 HOUGHTON ROAD,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 347, 213]",5715 HOUGHTON ROAD,DejaVuSerifCondensed-Bold.ttf,13.0,"[0, 0, 0]","[184, 199, 347, 213]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0018393,generated.photos_v3_0018393,Suresh Abe,"5715 Houghton Road, Sahuarita, AZ 85629",1999-03-28,M,asian,D,2022-08-10,2027-08-10,5'-07'',198 lb,BRO,BLK,False,False,D45261508,generated.photos_v3_0018393
generated.photos_v3_0003357_fake_999,True,Fraud5_inpaint_and_rewrite,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]",B,DejaVuSansMono-Bold.ttf,15.0,"[0, 0, 0]","[170, 315, 180, 329]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003357,generated.photos_v3_0003357,Jesus Flores,"327 Apache Boulevard, Tempe, AZ 85281",1992-06-07,M,latino,A,2022-07-13,2027-07-13,5'-11'',237 lb,BRO,BRO,False,False,D43588992,generated.photos_v3_0003357
generated.photos_v3_0004164_fake_2651,True,Fraud5_inpaint_and_rewrite,172 lb,Arial_Bold.ttf,15.0,"[23, 42, 33]","[332, 254, 373, 269]",172 lb,DejaVuMathTeXGyre.ttf,13.0,"[0, 0, 0]","[332, 254, 373, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0004164,generated.photos_v3_0004164,Miyu Kang,"388 Queen Creek Road, Gilbert, AZ 85233",1995-01-12,F,asian,D,2022-05-13,2027-05-13,5'-02'',172 lb,BRO,BRO,False,False,D81264132,generated.photos_v3_0004164
generated.photos_v3_0003687_fake_2499,True,Fraud5_inpaint_and_rewrite,0000000000005037,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]",0000000000005037,DejaVuSans-BoldOblique.ttf,9.0,"[0, 0, 0]","[196, 333, 308, 346]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0003687,generated.photos_v3_0003687,Mila Campbell,"25 Estrella Parkway, Goodyear, AZ 85395",1986-12-07,F,white,A,2021-08-10,2026-08-10,5'-10'',132 lb,BRO,BRO,False,False,D11295262,generated.photos_v3_0003687
generated.photos_v3_0016311_fake_5168,True,Fraud5_inpaint_and_rewrite,KENNETH,Arial_Bold.ttf,16.0,"[24, 43, 32]","[183, 155, 263, 171]",KENNETH,DejaVuSerifCondensed-Bold.ttf,15.0,"[0, 0, 0]","[183, 155, 263, 171]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016311,generated.photos_v3_0016311,Kenneth Mitchell,"6731 24th Drive, Yuma, AZ 85364",1994-11-06,M,white,A,2022-03-15,2027-03-15,7'-07'',168 lb,BRO,BRO,False,False,D00718568,generated.photos_v3_0016311
generated_fake_2_19,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0058749_0041322_0744423.png,10/27/2026,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[4, 9], [4, 5]]",generated.photos_v3_0120182.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[4, 5], [4, 9]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0017084_fake_805,True,Fraud5_inpaint_and_rewrite,0000000000005867,Arial_Bold.ttf,13.0,"[55, 33, 28]","[196, 333, 308, 346]",0000000000005867,DejaVuSans-BoldOblique.ttf,9.0,"[0, 0, 0]","[196, 333, 308, 346]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0017084,generated.photos_v3_0017084,Cesar Figueroa,"3747 24th Drive, Yuma, AZ 85364",1994-04-15,M,latino,A,2020-02-16,2025-02-16,5'-08'',149 lb,BRO,BRO,False,False,D05674206,generated.photos_v3_0017084
generated_fake_2_31,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0987775_0964316_0740077.png,NONE,Arial_Bold.ttf,14.0,"[24, 44, 34]","[221, 284, 261, 298]","[[1, 4], [6, 1]]",generated.photos_v3_0661090_0511255_0395293.png,"NOGALES, AZ 85621",Arial_Bold.ttf,14.0,"[29, 38, 25]","[183, 214, 323, 228]","[[6, 1], [1, 4]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_25,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0039169.png,F,Arial_Bold.ttf,15.0,"[40, 39, 23]","[169, 254, 178, 269]","[[5, 3], [2, 7]]",generated.photos_v3_0452009.png,05/17/2024,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]","[[2, 7], [5, 3]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_33,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0067100_0897354_0146641.png,06/09/2001,Arial_Bold.ttf,21.0,"[53, 45, 24]","[426, 102, 534, 123]","[[1, 8], [2, 4]]",generated.photos_v3_0103918.png,07/23/2026,Arial_Bold.ttf,21.0,"[54, 38, 42]","[426, 79, 534, 100]","[[2, 4], [1, 8]]",generated,,,,,,,,,,,,,,,,,
generated_fake_2_27,True,Fraud6_crop_and_replace,,,,[],[],,,,[],[],generated.photos_v3_0128199.png,253 SOUTHERN AVENUE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 351, 213]","[[9, 1], [1, 5]]",generated.photos_v3_0133559.png,B,Arial_Bold.ttf,14.0,"[51, 56, 41]","[170, 315, 180, 329]","[[1, 5], [9, 1]]",generated,,,,,,,,,,,,,,,,,
generated.photos_v3_0000170_fake_5129,True,Fraud5_inpaint_and_rewrite,D,Arial_Bold.ttf,14.0,"[45, 36, 46]","[170, 284, 180, 298]",D,DejaVuSansMono-Bold.ttf,15.0,"[0, 0, 0]","[170, 284, 180, 298]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0000170,generated.photos_v3_0000170,Brian Wade,"1436 Deer Valley Road, Peoria, AZ 85345",1991-06-05,M,white,D,2022-10-09,2027-10-09,5'-09'',118 lb,BRO,BRO,False,False,D82989586,generated.photos_v3_0000170
generated.photos_v3_0016087_fake_5068,True,Fraud5_inpaint_and_rewrite,6'-10'',Arial_Bold.ttf,15.0,"[47, 40, 52]","[225, 254, 266, 269]",6'-10'',DejaVuSansMono-BoldOblique.ttf,9.0,"[0, 0, 0]","[225, 254, 266, 269]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0016087,generated.photos_v3_0016087,Eleanor White,"9282 Toole Avenue, Tucson, AZ 85701",1968-10-19,F,white,C,2020-02-08,2025-02-08,6'-10'',122 lb,BRO,BRO,False,False,D22550449,generated.photos_v3_0016087
generated.photos_v3_0017084_fake_5812,True,Fraud5_inpaint_and_rewrite,D05674206,Arial_Bold.ttf,21.0,"[36, 36, 36]","[211, 79, 322, 100]",D05674206,DejaVuSerif.ttf,18.0,"[0, 0, 0]","[211, 79, 322, 100]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0017084,generated.photos_v3_0017084,Cesar Figueroa,"3747 24th Drive, Yuma, AZ 85364",1994-04-15,M,latino,A,2020-02-16,2025-02-16,5'-08'',149 lb,BRO,BRO,False,False,D05674206,generated.photos_v3_0017084
generated.photos_v3_0013753_fake_1235,True,Fraud5_inpaint_and_rewrite,817 SUNSET DRIVE,Arial_Bold.ttf,14.0,"[47, 38, 42]","[184, 199, 314, 213]",817 SUNSET DRIVE,DejaVuSansMono-Bold.ttf,14.0,"[0, 0, 0]","[184, 199, 314, 213]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0013753,generated.photos_v3_0013753,Elizabeth Williams,"817 Sunset Drive, Eloy, AZ 85131",1993-01-20,F,white,A,2020-06-06,2025-06-06,5'-09'',109 lb,BRO,BRO,False,False,D95006149,generated.photos_v3_0013753
generated.photos_v3_0012338_fake_1325,True,Fraud5_inpaint_and_rewrite,07/13/2024,Arial_Bold.ttf,14.0,"[31, 27, 34]","[215, 109, 287, 123]",07/13/2024,DejaVuSerif-Bold.ttf,10.0,"[0, 0, 0]","[215, 109, 287, 123]",,,,,[],[],[],,,,,[],[],[],generated.photos_v3_0012338,generated.photos_v3_0012338,Alexander Miller,"82 La Canada Drive, Oro Valley, AZ 85737",1994-05-29,M,white,D,2024-07-13,2029-07-13,5'-00'',167 lb,BRO,BRO,False,False,D29613527,generated.photos_v3_0012338
